element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ar,13,"=""0.40847""","=""0.00005""","=""0.40841""","=""0.00005""","=""*""","=""""",,"=""422699""","=""24908000""","=""2s.2p3""","=""3D*""","=""2""","=""1s.2s.(3S).2p4.(1D)""","=""3D""","=""2""",,"=""""","=""L11185""",
Ar,13,"=""0.40847""","=""0.00005""","=""0.40843""","=""0.00005""","=""*""","=""""",,"=""423969""","=""24908000""","=""2s.2p3""","=""3D*""","=""3""","=""1s.2s.(3S).2p4.(1D)""","=""3D""","=""2""",,"=""""","=""L11185""",
Ar,13,"=""0.40868""","=""0.00008""","=""0.40868""","=""0.00008""","=""bl*""","=""""",,"=""1025770""","=""25494800""","=""2p4""","=""1D""","=""2""","=""1s.2p5""","=""1P*""","=""1""",,"=""""","=""L9846""",
Ar,13,"=""0.40868""","=""0.00008""","=""0.40869""","=""0.00004""","=""bl*""","=""""",,"=""162136.""","=""24630600""","=""2s2.2p2""","=""1S""","=""0""","=""1s.2s2.2p3""","=""1P*""","=""1""",,"=""""","=""L9846""",
Ar,13,"=""0.40880""","=""0.00005""","=""0.40884""","=""0.00005""","=""""","=""""",,"=""21841.""","=""24481200""","=""2s2.2p2""","=""3P""","=""2""","=""1s.2s2.2p3""","=""3D*""","=""3""",,"=""""","=""L11185""",
Ar,13,"=""0.40903""","=""0.00005""","=""0.40903""","=""0.00005""","=""""","=""""",,"=""225918""","=""24674000""","=""2s.2p3""","=""5S*""","=""2""","=""1s.2s.(3S).2p4.(3P)""","=""5P""","=""2""",,"=""""","=""L11185""",
Ar,13,"=""0.40953""","=""0.00005""","=""0.40952""","=""0.00003""","=""*""","=""""",,"=""495432""","=""24914500""","=""2s.2p3""","=""3P*""","=""0""","=""1s.2s.(3S).2p4.(3P)""","=""3P""","=""1""",,"=""""","=""L11185""",
Ar,13,"=""0.40953""","=""0.00005""","=""0.40954""","=""0.00003""","=""*""","=""""",,"=""497055""","=""24914500""","=""2s.2p3""","=""3P*""","=""2""","=""1s.2s.(3S).2p4.(3P)""","=""3P""","=""1""",,"=""""","=""L11185""",
Ar,13,"=""0.40953""","=""0.00005""","=""0.40954""","=""0.00005""","=""*""","=""""",,"=""625844""","=""25043500""","=""2s.2p3""","=""1D*""","=""2""","=""1s.2s.(1S).2p4.(1D)""","=""1D""","=""2""",,"=""""","=""L11185""",
Ar,13,"=""0.40953""","=""0.00005""","=""0.40959""","=""0.00005""","=""*""","=""""",,"=""628627""","=""25043500""","=""2s.2p3""","=""3S*""","=""1""","=""1s.2s.(1S).2p4.(1D)""","=""1D""","=""2""",,"=""""","=""L11185""",
Ar,13,"=""0.40953""","=""0.00005""","=""0.40963""","=""0.00005""","=""*""","=""""",,"=""495799""","=""24908000""","=""2s.2p3""","=""3P*""","=""1""","=""1s.2s.(3S).2p4.(1D)""","=""3D""","=""2""",,"=""""","=""L11185""",
Ar,13,"=""0.40994""","=""0.00005""","=""0.40990""","=""0.00005""","=""""","=""""",,"=""85011.3""","=""24481200""","=""2s2.2p2""","=""1D""","=""2""","=""1s.2s2.2p3""","=""3D*""","=""3""",,"=""""","=""L11185""",
Ar,12,"=""0.41006""","=""0.00005""","=""0.41048""","=""0.00013""","=""""","=""""",,"=""613833""","=""24975300""","=""2s.(2S).2p4.(1D)""","=""2D""","=""3/2""","=""1s.2s.(3S).2p5""","=""2P*""","=""1/2""",,"=""""","=""L9846""",
Ar,13,"=""0.41049""","=""0.00008""","=""0.41050""","=""0.00006""","=""""","=""""",,"=""628627""","=""24989300""","=""2s.2p3""","=""3S*""","=""1""","=""1s.2s.(3S).2p4.(3P)""","=""3P""","=""2""",,"=""""","=""L9846""",
Ar,13,"=""0.41093""","=""0.00008""","=""0.41076""","=""0.00005""","=""*""","=""""",,"=""698669""","=""25043500""","=""2s.2p3""","=""1P*""","=""1""","=""1s.2s.(1S).2p4.(1D)""","=""1D""","=""2""",,"=""""","=""L9846""",
Ar,13,"=""0.41093""","=""0.00008""","=""0.41093""","=""0.00014""","=""*""","=""""",,"=""1159700""","=""25494800""","=""2p4""","=""1S""","=""0""","=""1s.2p5""","=""1P*""","=""1""",,"=""""","=""L9846""",
Ar,12,"=""0.41096""","=""0.00005""","=""0.41099""","=""0.00004""","=""*""","=""""",,"=""94824.0""","=""24426200""","=""2s2.2p3""","=""2D*""","=""3/2""","=""1s.(2S).2s2.2p4.(3P)""","=""2P""","=""1/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41096""","=""0.00005""","=""0.41103""","=""0.00005""","=""*""","=""""",,"=""98155.7""","=""24427300""","=""2s2.2p3""","=""2D*""","=""5/2""","=""1s.(2S).2s2.2p4.(3P)""","=""2P""","=""3/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41154""","=""0.00005""","=""0.41154""","=""0.00005""","=""""","=""""",,"=""94824.0""","=""24393800""","=""2s2.2p3""","=""2D*""","=""3/2""","=""1s.(2S).2s2.2p4.(1D)""","=""2D""","=""3/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41197""","=""0.00005""","=""0.41189""","=""0.00005""","=""*""","=""""",,"=""149186.""","=""24427300""","=""2s2.2p3""","=""2P*""","=""1/2""","=""1s.(2S).2s2.2p4.(3P)""","=""2P""","=""3/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41197""","=""0.00005""","=""0.41191""","=""0.00004""","=""*""","=""""",,"=""149186.""","=""24426200""","=""2s2.2p3""","=""2P*""","=""1/2""","=""1s.(2S).2s2.2p4.(3P)""","=""2P""","=""1/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41197""","=""0.00005""","=""0.41198""","=""0.00004""","=""*""","=""""",,"=""445931""","=""24718700""","=""2s.(2S).2p4.(3P)""","=""4P""","=""5/2""","=""1s.2s.(3S).2p5""","=""4P*""","=""3/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41197""","=""0.00005""","=""0.41198""","=""0.00003""","=""*""","=""""",,"=""613833""","=""24887000""","=""2s.(2S).2p4.(1D)""","=""2D""","=""3/2""","=""1s.2s.(3S).2p5""","=""2P*""","=""3/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41197""","=""0.00005""","=""0.41198""","=""0.00005""","=""*""","=""""",,"=""154061.""","=""24427300""","=""2s2.2p3""","=""2P*""","=""3/2""","=""1s.(2S).2s2.2p4.(3P)""","=""2P""","=""3/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41197""","=""0.00005""","=""0.41199""","=""0.00003""","=""*""","=""""",,"=""614466""","=""24887000""","=""2s.(2S).2p4.(1D)""","=""2D""","=""5/2""","=""1s.2s.(3S).2p5""","=""2P*""","=""3/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41197""","=""0.00005""","=""0.41200""","=""0.00004""","=""*""","=""""",,"=""154061.""","=""24426200""","=""2s2.2p3""","=""2P*""","=""3/2""","=""1s.(2S).2s2.2p4.(3P)""","=""2P""","=""1/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41225""","=""0.00005""","=""0.41215""","=""0.00008""","=""bl*""","=""""",,"=""445931""","=""24709100""","=""2s.(2S).2p4.(3P)""","=""4P""","=""5/2""","=""1s.2s.(3S).2p5""","=""4P*""","=""5/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41225""","=""0.00005""","=""0.41219""","=""0.00004""","=""bl*""","=""""",,"=""458106""","=""24718700""","=""2s.(2S).2p4.(3P)""","=""4P""","=""3/2""","=""1s.2s.(3S).2p5""","=""4P*""","=""3/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41225""","=""0.00005""","=""0.41220""","=""0.00014""","=""bl*""","=""""",,"=""715379""","=""24975300""","=""2s.(2S).2p4.(1S)""","=""2S""","=""1/2""","=""1s.2s.(3S).2p5""","=""2P*""","=""1/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41225""","=""0.00005""","=""0.41229""","=""0.00004""","=""bl*""","=""""",,"=""464058""","=""24718700""","=""2s.(2S).2p4.(3P)""","=""4P""","=""1/2""","=""1s.2s.(3S).2p5""","=""4P*""","=""3/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41225""","=""0.00005""","=""0.41235""","=""0.00008""","=""bl*""","=""""",,"=""458106""","=""24709100""","=""2s.(2S).2p4.(3P)""","=""4P""","=""3/2""","=""1s.2s.(3S).2p5""","=""4P*""","=""5/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41304""","=""0.00005""","=""0.41272""","=""0.00014""","=""*""","=""""",,"=""745762""","=""24975300""","=""2s.(2S).2p4.(3P)""","=""2P""","=""3/2""","=""1s.2s.(3S).2p5""","=""2P*""","=""1/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41304""","=""0.00005""","=""0.41299""","=""0.00014""","=""*""","=""""",,"=""761838""","=""24975300""","=""2s.(2S).2p4.(3P)""","=""2P""","=""1/2""","=""1s.2s.(3S).2p5""","=""2P*""","=""1/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41369""","=""0.00005""","=""0.41371""","=""0.00003""","=""""","=""""",,"=""715379""","=""24887000""","=""2s.(2S).2p4.(1S)""","=""2S""","=""1/2""","=""1s.2s.(3S).2p5""","=""2P*""","=""3/2""",,"=""""","=""L11185""",
Ar,12,"=""0.41434""","=""0.00008""","=""0.41423""","=""0.00003""","=""""","=""""",,"=""745762""","=""24887000""","=""2s.(2S).2p4.(3P)""","=""2P""","=""3/2""","=""1s.2s.(3S).2p5""","=""2P*""","=""3/2""",,"=""""","=""L9846""",
Ar,11,"=""0.41434""","=""0.00004""","=""0.41432""","=""0.00004""","=""*""","=""""",,"=""71833.4""","=""24207700""","=""2s2.2p4""","=""1D""","=""2""","=""1s.2s2.2p5""","=""1P*""","=""1""",,"=""""","=""L9846""",
Ar,11,"=""0.41434""","=""0.00004""","=""0.41439""","=""0.00005""","=""*""","=""""",,"=""0.00""","=""24131900""","=""2s2.2p4""","=""3P""","=""2""","=""1s.2s2.2p5""","=""3P*""","=""1""",,"=""""","=""L9846""",
Ar,11,"=""0.41453""","=""0.00004""","=""0.41453""","=""0.00004""","=""""","=""""",,"=""14453.40""","=""24138200""","=""2s2.2p4""","=""3P""","=""1""","=""1s.2s2.2p5""","=""3P*""","=""0""",,"=""""","=""L9846""",
Ar,11,"=""0.41477""","=""0.00008""","=""0.41464""","=""0.00005""","=""*""","=""""",,"=""14453.40""","=""24131900""","=""2s2.2p4""","=""3P""","=""1""","=""1s.2s2.2p5""","=""3P*""","=""1""",,"=""""","=""L9846""",
Ar,11,"=""0.41477""","=""0.00008""","=""0.41470""","=""0.00005""","=""*""","=""""",,"=""18322""","=""24131900""","=""2s2.2p4""","=""3P""","=""0""","=""1s.2s2.2p5""","=""3P*""","=""1""",,"=""""","=""L9846""",
Ar,11,"=""0.41477""","=""0.00008""","=""0.41477""","=""0.00006""","=""*""","=""""",,"=""0.00""","=""24109700""","=""2s2.2p4""","=""3P""","=""2""","=""1s.2s2.2p5""","=""3P*""","=""2""",,"=""""","=""L9846""",
Ar,11,"=""0.41502""","=""0.00010""","=""0.41502""","=""0.00006""","=""*""","=""""",,"=""14453.40""","=""24109700""","=""2s2.2p4""","=""3P""","=""1""","=""1s.2s2.2p5""","=""3P*""","=""2""",,"=""""","=""L9846""",
Ar,11,"=""0.41502""","=""0.00010""","=""0.41505""","=""0.00008""","=""*""","=""""",,"=""529604.""","=""24623300""","=""2s.2p5""","=""3P*""","=""2""","=""1s.2s.2p6""","=""3S""","=""1""",,"=""""","=""L9846""",
Ar,11,"=""0.41535""","=""0.00015""","=""0.41526""","=""0.00008""","=""*""","=""""",,"=""541973""","=""24623300""","=""2s.2p5""","=""3P*""","=""1""","=""1s.2s.2p6""","=""3S""","=""1""",,"=""""","=""L9846""",
Ar,11,"=""0.41535""","=""0.00015""","=""0.41538""","=""0.00008""","=""*""","=""""",,"=""548984""","=""24623300""","=""2s.2p5""","=""3P*""","=""0""","=""1s.2s.2p6""","=""3S""","=""1""",,"=""""","=""L9846""",
Ar,11,"=""0.41560""","=""0.00006""","=""0.41564""","=""0.00004""","=""""","=""""",,"=""148537.1""","=""24207700""","=""2s2.2p4""","=""1S""","=""0""","=""1s.2s2.2p5""","=""1P*""","=""1""",,"=""""","=""L9846""",
Ar,11,"=""0.41613""","=""0.00006""","=""0.41613""","=""0.00006""","=""""","=""""",,"=""730398""","=""24761300""","=""2s.2p5""","=""1P*""","=""1""","=""1s.2s.2p6""","=""1S""","=""0""",,"=""""","=""L9846""",
Ar,18,"=""""","=""""","=""1.25834873""","=""0.00000006""","=""""","=""2.5997e+10""",AA,"=""(26762905.40)""","=""(34709828.00)""","=""2p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.25855824""","=""0.00000005""","=""""","=""3.0240e+11""",AA,"=""(26764180.2)""","=""(34709779.92)""","=""2s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.26452951""","=""0.00000006""","=""""","=""5.3704e+10""",AA,"=""(26801748.387)""","=""(34709828.00)""","=""2p""","=""2P*""","=""3/2""","=""6s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.33100832""","=""0.00000005""","=""""","=""8.3618e+11""",AA,"=""(26762905.40)""","=""(34276006.42)""","=""2p""","=""2P*""","=""1/2""","=""5d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.33123342""","=""0.00000006""","=""""","=""5.1997e+11""",AA,"=""(26764180.2)""","=""(34276010.83)""","=""2s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.33143317""","=""0.00000008""","=""""","=""4.5596e+10""",AA,"=""(26762905.40)""","=""(34273609.1)""","=""2p""","=""2P*""","=""1/2""","=""5s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.33167390""","=""0.00000006""","=""""","=""5.2394e+11""",AA,"=""(26764180.2)""","=""(34273526.13)""","=""2s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.33777821""","=""0.00000005""","=""""","=""9.9042e+11""",AA,"=""(26801748.387)""","=""(34276829.01)""","=""2p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""5/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.33792544""","=""0.00000005""","=""""","=""1.6431e+11""",AA,"=""(26801748.387)""","=""(34276006.42)""","=""2p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.33835471""","=""0.00000008""","=""""","=""9.4215e+10""",AA,"=""(26801748.387)""","=""(34273609.1)""","=""2p""","=""2P*""","=""3/2""","=""5s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.48990323""","=""0.00000007""","=""""","=""1.8273e+12""",AA,"=""(26762905.40)""","=""(33474750.71)""","=""2p""","=""2P*""","=""1/2""","=""4d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.49018435""","=""0.00000008""","=""""","=""1.0147e+12""",AA,"=""(26764180.2)""","=""(33474759.34)""","=""2s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""3/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.49094385""","=""0.00000015""","=""""","=""9.1269e+10""",AA,"=""(26762905.40)""","=""(33470066.1)""","=""2p""","=""2P*""","=""1/2""","=""4s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.49126322""","=""0.00000013""","=""""","=""1.0250e+12""",AA,"=""(26764180.2)""","=""(33469904.5)""","=""2s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""1/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.49821513""","=""0.00000007""","=""""","=""2.1672e+12""",AA,"=""(26801748.387)""","=""(33476357.26)""","=""2p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""5/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.49857583""","=""0.00000007""","=""""","=""3.5998e+11""",AA,"=""(26801748.387)""","=""(33474750.71)""","=""2p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""1.49962861""","=""0.00000015""","=""""","=""1.8870e+11""",AA,"=""(26801748.387)""","=""(33470066.1)""","=""2p""","=""2P*""","=""3/2""","=""4s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
Ar,16,"=""""","=""""","=""1.59326""","=""0.00010""","=""""","=""""",,"=""0.""","=""6276440""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""3/2""",,"=""""","=""""",
Ar,16,"=""""","=""""","=""1.59367""","=""0.00010""","=""""","=""""",,"=""0.""","=""6274820""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""1/2""",,"=""""","=""""",
Ar,17,"=""""","=""""","=""1.60864""","=""0.00005""","=""""","=""""",,"=""(25036647.)""","=""(31253060)""","=""1s.2s""","=""3S""","=""1""","=""1s.4p""","=""1P*""","=""1""",,"=""""","=""""",
Ar,17,"=""""","=""""","=""1.61256""","=""0.00005""","=""""","=""""",,"=""(25036647.)""","=""(31237960)""","=""1s.2s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""1""",,"=""""","=""""",
Ar,17,"=""""","=""""","=""1.65232""","=""0.00005""","=""""","=""""",,"=""(25200961.)""","=""(31253060)""","=""1s.2s""","=""1S""","=""0""","=""1s.4p""","=""1P*""","=""1""",,"=""""","=""""",
Ar,17,"=""""","=""""","=""1.65645""","=""0.00005""","=""""","=""""",,"=""(25200961.)""","=""(31237960)""","=""1s.2s""","=""1S""","=""0""","=""1s.4p""","=""3P*""","=""1""",,"=""""","=""""",
Ar,16,"=""""","=""""","=""1.65970""","=""0.00007""","=""""","=""""",,"=""257026.""","=""6282200""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.5d""","=""2D""","=""3/2""",,"=""""","=""""",
Ar,16,"=""""","=""""","=""1.66597""","=""0.00007""","=""""","=""""",,"=""257026.""","=""6259530""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.5s""","=""2S""","=""1/2""",,"=""""","=""""",
Ar,16,"=""""","=""""","=""1.66666""","=""0.00010""","=""""","=""""",,"=""282603.""","=""6282630""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""5/2""",,"=""""","=""""",
Ar,16,"=""""","=""""","=""1.66678""","=""0.00007""","=""""","=""""",,"=""282603.""","=""6282200""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""3/2""",,"=""""","=""""",
Ar,16,"=""""","=""""","=""1.67310""","=""0.00007""","=""""","=""""",,"=""282603.""","=""6259530""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5s""","=""2S""","=""1/2""",,"=""""","=""""",
Ar,16,"=""1.7737""","=""0.0005""","=""1.7737""","=""0.0005""","=""x""","=""""",,"=""0.""","=""5637900""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.4p""","=""2P*""","=""3/2""",,"=""""","=""L4713""",
Ar,16,"=""1.7747""","=""0.0005""","=""1.7747""","=""0.0005""","=""x""","=""""",,"=""0.""","=""5634800""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.4p""","=""2P*""","=""1/2""",,"=""""","=""L4713""",
Ar,16,"=""1.8546""","=""0.0005""","=""1.85463""","=""0.00009""","=""x""","=""""",,"=""257026.""","=""5648940""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.4d""","=""2D""","=""3/2""",,"=""""","=""L4713""",
Ar,16,"=""1.8631""","=""0.0005""","=""1.8632""","=""0.0003""","=""x""","=""""",,"=""282603.""","=""5649610""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.4d""","=""2D""","=""5/2""",,"=""""","=""L4713""",
Ar,16,"=""""","=""""","=""1.86347""","=""0.00009""","=""""","=""""",,"=""282603.""","=""5648940""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.4d""","=""2D""","=""3/2""",,"=""""","=""""",
Ar,16,"=""1.8696""","=""0.0005""","=""1.8696""","=""0.0003""","=""x""","=""""",,"=""257026.""","=""5605700""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.4s""","=""2S""","=""1/2""",,"=""""","=""L4713""",
Ar,16,"=""1.8786""","=""0.0005""","=""1.8786""","=""0.0004""","=""x""","=""""",,"=""282603.""","=""5605700""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.4s""","=""2S""","=""1/2""",,"=""""","=""L4713""",
Ar,18,"=""""","=""""","=""2.00770456""","=""0.00000012""","=""""","=""5.7025e+12""",AA,"=""(26762905.40)""","=""(31743717.91)""","=""2p""","=""2P*""","=""1/2""","=""3d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""2.0082104""","=""0.0000003""","=""""","=""2.3469e+12""",AA,"=""(26764180.2)""","=""(31743738.1)""","=""2s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""3/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""2.0121931""","=""0.0000004""","=""""","=""2.2363e+11""",AA,"=""(26762905.40)""","=""(31732607.4)""","=""2p""","=""2P*""","=""1/2""","=""3s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""2.0128640""","=""0.0000004""","=""""","=""2.3847e+12""",AA,"=""(26764180.2)""","=""(31732225.8)""","=""2s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""1/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""2.02192728""","=""0.00000012""","=""""","=""6.7883e+12""",AA,"=""(26801748.387)""","=""(31747524.68)""","=""2p""","=""2P*""","=""3/2""","=""3d""","=""2D""","=""5/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""2.02348476""","=""0.00000012""","=""""","=""1.1309e+12""",AA,"=""(26801748.387)""","=""(31743717.91)""","=""2p""","=""2P*""","=""3/2""","=""3d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
Ar,18,"=""""","=""""","=""2.0280442""","=""0.0000004""","=""""","=""4.6337e+11""",AA,"=""(26801748.387)""","=""(31732607.4)""","=""2p""","=""2P*""","=""3/2""","=""3s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
Ar,15,"=""2.0403""","=""0.0004""","=""2.0403""","=""0.0004""","=""""","=""""",,"=""452182""","=""5353420""","=""1s2.2s.2p""","=""1P*""","=""1""","=""1s2.2s.4d""","=""1D""","=""2""",,"=""""","=""L12134""",
Ar,14,"=""2.1167""","=""0.0005""","=""2.1167""","=""0.0005""","=""3""","=""""",,"=""0.000""","=""4724300""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s2.4d""","=""2D""","=""3/2""",,"=""""","=""L12134""",
Ar,14,"=""2.1280""","=""0.0004""","=""2.1279""","=""0.0004""","=""2""","=""""",,"=""22656.239""","=""4722050""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.4d""","=""2D""","=""5/2""",,"=""""","=""L12134""",
Ar,17,"=""""","=""""","=""2.138768""","=""0.000018""","=""""","=""""",,"=""(25036647.)""","=""(29712236)""","=""1s.2s""","=""3S""","=""1""","=""1s.3p""","=""1P*""","=""1""",,"=""""","=""""",
Ar,17,"=""""","=""""","=""2.155199""","=""0.000019""","=""""","=""""",,"=""(25036647.)""","=""(29676590)""","=""1s.2s""","=""3S""","=""1""","=""1s.3p""","=""3P*""","=""1""",,"=""""","=""""",
Ar,17,"=""""","=""""","=""2.216668""","=""0.000020""","=""""","=""""",,"=""(25200961.)""","=""(29712236)""","=""1s.2s""","=""1S""","=""0""","=""1s.3p""","=""1P*""","=""1""",,"=""""","=""""",
Ar,17,"=""""","=""""","=""2.234323""","=""0.000020""","=""""","=""""",,"=""(25200961.)""","=""(29676590)""","=""1s.2s""","=""1S""","=""0""","=""1s.3p""","=""3P*""","=""1""",,"=""""","=""""",
Ar,13,"=""2.2996""","=""0.0005""","=""2.2996""","=""0.0005""","=""6""","=""""",,"=""9853.4""","=""4358440""","=""2s2.2p2""","=""3P""","=""1""","=""2s2.2p.4d""","=""3D*""","=""1""",,"=""""","=""L12134""",
Ar,16,"=""2.3507""","=""0.0005""","=""2.3506""","=""0.0004""","=""x""","=""""",,"=""0.""","=""4254180""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.3p""","=""2P*""","=""3/2""",,"=""""","=""L4713""",
Ar,16,"=""2.3549""","=""0.0005""","=""2.3546""","=""0.0003""","=""x""","=""""",,"=""0.""","=""4246950""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.3p""","=""2P*""","=""1/2""",,"=""""","=""L4713""",
Ar,15,"=""2.4740""","=""0.0003""","=""2.4740""","=""0.0003""","=""""","=""""",,"=""0.""","=""4042040""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.3p""","=""1P*""","=""1""",,"=""""","=""L12134""",
Ar,16,"=""2.4850""","=""0.0005""","=""2.48509""","=""0.00010""","=""x""","=""""",,"=""257026.""","=""4281030""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.3d""","=""2D""","=""3/2""",,"=""""","=""L4713""",
Ar,16,"=""2.4994""","=""0.0005""","=""2.4994""","=""0.0005""","=""x""","=""""",,"=""282603.""","=""4283560""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.3d""","=""2D""","=""5/2""",,"=""""","=""L4713""",
Ar,16,"=""""","=""""","=""2.50098""","=""0.00010""","=""""","=""""",,"=""282603.""","=""4281030""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.3d""","=""2D""","=""3/2""",,"=""""","=""""",
Ar,12,"=""2.5041""","=""0.0003""","=""2.5041""","=""0.0003""","=""7bl""","=""""",,"=""0.0""","=""3993450""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""5/2""",,"=""""","=""L12134""",
Ar,16,"=""2.5517""","=""0.0005""","=""2.5517""","=""0.0004""","=""x""","=""""",,"=""257026.""","=""4176030""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.3s""","=""2S""","=""1/2""",,"=""""","=""L4713""",
