obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""216.580""","=""0.003""","=""216.580""","=""0.003""","=""""","=""""",,"=""4.6673829""","=""10.39022""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.20d""","=""3D""","=""1""",,"=""""","=""L7591""",
"=""216.812""","=""0.003""","=""216.813""","=""0.003""","=""""","=""""",,"=""4.6673829""","=""10.38409""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.19d""","=""3D""","=""1""",,"=""""","=""L7591""",
"=""217.098""","=""0.002""","=""217.0984""","=""0.0019""","=""0h,w""","=""""",,"=""4.6673829""","=""10.37656""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.18d""","=""3D""","=""1""",,"=""""","=""L7431c86""",
"=""217.305""","=""0.003""","=""217.3099""","=""0.0014""","=""""","=""""",,"=""4.6673829""","=""10.37101""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.19s""","=""3S""","=""1""",,"=""""","=""L7591""",
"=""217.445""","=""0.002""","=""217.4446""","=""0.0019""","=""0h,w""","=""""",,"=""4.6673829""","=""10.36747""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.17d""","=""3D""","=""1""",,"=""""","=""L7431c86""",
"=""217.708""","=""0.003""","=""217.7070""","=""0.0014""","=""""","=""""",,"=""4.6673829""","=""10.36060""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.18s""","=""3S""","=""1""",,"=""""","=""L7591""",
"=""217.876""","=""0.002""","=""217.8754""","=""0.0014""","=""1h,w""","=""""",,"=""4.6673829""","=""10.35620""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.16d""","=""3D""","=""1""",,"=""""","=""L7431c86""",
"=""218.206""","=""0.003""","=""218.2069""","=""0.0014""","=""""","=""""",,"=""4.6673829""","=""10.34756""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.17s""","=""3S""","=""1""",,"=""""","=""L7591""",
"=""218.421""","=""0.002""","=""218.4196""","=""0.0014""","=""1h,w""","=""""",,"=""4.6673829""","=""10.34203""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.15d""","=""3D""","=""1""",,"=""""","=""L7431c86""",
"=""218.846""","=""0.003""","=""218.8471""","=""0.0010""","=""""","=""""",,"=""4.6673829""","=""10.330946""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.16s""","=""3S""","=""1""",,"=""""","=""L7591""",
"=""219.125""","=""0.003""","=""219.1258""","=""0.0019""","=""""","=""""",,"=""4.6673829""","=""10.32374""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.14d""","=""3D""","=""1""",,"=""""","=""L7591""",
"=""219.686""","=""0.003""","=""219.6888""","=""0.0010""","=""""","=""""",,"=""4.6673829""","=""10.30925""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.15s""","=""3S""","=""1""",,"=""""","=""L7591""",
"=""220.058""","=""0.002""","=""220.0578""","=""0.0015""","=""2""","=""""",,"=""4.6673829""","=""10.29979""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.13d""","=""3D""","=""1""",,"=""""","=""L7431c86""",
"=""220.826""","=""0.002""","=""220.8259""","=""0.0010""","=""0""","=""""",,"=""4.6673829""","=""10.280199""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.14s""","=""3S""","=""1""",,"=""""","=""L7431c86""",
"=""221.338""","=""0.002""","=""221.3364""","=""0.0015""","=""3""","=""""",,"=""4.6673829""","=""10.26726""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.12d""","=""3D""","=""1""",,"=""""","=""L7431c86""",
"=""222.419""","=""0.003""","=""222.4206""","=""0.0009""","=""""","=""""",,"=""4.6673829""","=""10.239962""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.13s""","=""3S""","=""1""",,"=""""","=""L7591""",
"=""223.094""","=""0.003""","=""223.0940""","=""0.0015""","=""0""","=""""",,"=""4.6673829""","=""10.22314""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.9f""","=""3F*""","=""2""",E2,"=""""","=""L7591,L7589c86""",
"=""223.157""","=""0.002""","=""223.1543""","=""0.0003""","=""6""","=""""",,"=""4.6673829""","=""10.221642""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.11d""","=""3D""","=""1""",,"=""""","=""L7431c86""",
"=""224.757""","=""0.002""","=""224.7555""","=""0.0004""","=""6""","=""""",,"=""4.6673829""","=""10.182076""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.12s""","=""3S""","=""1""",,"=""""","=""L7431""",
"=""225.205""","=""0.003""","=""225.205""","=""0.003""","=""""","=""""",,"=""4.8864946""","=""10.39017""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.20d""","=""3D""","=""2""",,"=""""","=""L7591""",
"=""225.459""","=""0.003""","=""225.455""","=""0.003""","=""*""","=""""",,"=""4.8864946""","=""10.38409""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.19d""","=""3D""","=""1""",,"=""""","=""L7591""",
"=""225.459""","=""0.003""","=""225.459""","=""0.003""","=""*""","=""""",,"=""4.8864946""","=""10.38399""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.19d""","=""3D""","=""2""",,"=""""","=""L7591""",
"=""225.646""","=""0.003""","=""225.6466""","=""0.0015""","=""""","=""""",,"=""4.8864946""","=""10.37941""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.20s""","=""3S""","=""1""",,"=""""","=""L7591""",
"=""225.763""","=""0.003""","=""225.765""","=""0.003""","=""""","=""""",,"=""4.8864946""","=""10.37654""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.18d""","=""3D""","=""2""",,"=""""","=""L7591""",
"=""225.780""","=""0.013""","=""225.7753""","=""0.0015""","=""0""","=""""",,"=""4.6673829""","=""10.15717""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.8f""","=""3F*""","=""2""",E2,"=""""","=""L7589c86""",
"=""225.871""","=""0.003""","=""225.8727""","=""0.0010""","=""""","=""""",,"=""4.6673829""","=""10.15480""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.10d""","=""3D""","=""1""",,"=""""","=""L7591""",
"=""225.993""","=""0.003""","=""225.9925""","=""0.0015""","=""""","=""""",,"=""4.8864946""","=""10.37101""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.19s""","=""3S""","=""1""",,"=""""","=""L7591""",
"=""226.136""","=""0.003""","=""226.1346""","=""0.0020""","=""*""","=""""",,"=""4.8864946""","=""10.36756""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.17d""","=""3D""","=""2""",,"=""""","=""L7591""",
"=""226.136""","=""0.003""","=""226.1382""","=""0.0020""","=""*""","=""""",,"=""4.8864946""","=""10.36747""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.17d""","=""3D""","=""1""",,"=""""","=""L7591""",
"=""226.136""","=""0.003""","=""226.1489""","=""0.0010""","=""*""","=""""",,"=""4.8864946""","=""10.367212""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.17d""","=""1D""","=""2""",,"=""""","=""L7591""",
"=""226.421""","=""0.003""","=""226.4220""","=""0.0015""","=""""","=""""",,"=""4.8864946""","=""10.36060""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.18s""","=""3S""","=""1""",,"=""""","=""L7591""",
"=""226.602""","=""0.003""","=""226.601""","=""0.003""","=""*""","=""""",,"=""4.8864946""","=""10.35629""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.16d""","=""3D""","=""2""",,"=""""","=""L7591""",
"=""226.602""","=""0.003""","=""226.6042""","=""0.0015""","=""*""","=""""",,"=""4.8864946""","=""10.35620""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.16d""","=""3D""","=""1""",,"=""""","=""L7591""",
"=""226.602""","=""0.003""","=""226.6129""","=""0.0010""","=""*""","=""""",,"=""4.8864946""","=""10.35599""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.16d""","=""1D""","=""2""",,"=""""","=""L7591""",
"=""226.961""","=""0.003""","=""226.9628""","=""0.0015""","=""""","=""""",,"=""4.8864946""","=""10.34756""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.17s""","=""3S""","=""1""",,"=""""","=""L7591""",
"=""226.980""","=""0.005""","=""226.98113""","=""0.00004""","=""""","=""""",,"=""0.0000000""","=""5.4606248""","=""5d10.6s2""","=""1S""","=""0""","=""5d10.6s.6p""","=""3P*""","=""2""",HF,"=""""","=""L15222""",
"=""227.190""","=""0.003""","=""227.189""","=""0.003""","=""*""","=""""",,"=""4.8864946""","=""10.34212""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.15d""","=""3D""","=""2""",,"=""""","=""L7591""",
"=""227.190""","=""0.003""","=""227.1929""","=""0.0015""","=""*""","=""""",,"=""4.8864946""","=""10.34203""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.15d""","=""3D""","=""1""",,"=""""","=""L7591""",
"=""227.190""","=""0.003""","=""227.2053""","=""0.0010""","=""*""","=""""",,"=""4.8864946""","=""10.341733""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.15d""","=""1D""","=""2""",,"=""""","=""L7591""",
"=""227.654""","=""0.003""","=""227.6555""","=""0.0010""","=""""","=""""",,"=""4.8864946""","=""10.330946""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.16s""","=""3S""","=""1""",,"=""""","=""L7591""",
"=""227.951""","=""0.003""","=""227.9529""","=""0.0021""","=""*""","=""""",,"=""4.8864946""","=""10.32384""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.14d""","=""3D""","=""2""",,"=""""","=""L7591""",
"=""227.951""","=""0.003""","=""227.9571""","=""0.0021""","=""*""","=""""",,"=""4.8864946""","=""10.32374""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.14d""","=""3D""","=""1""",,"=""""","=""L7591""",
"=""227.951""","=""0.003""","=""227.9743""","=""0.0010""","=""*""","=""""",,"=""4.8864946""","=""10.32333""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.14d""","=""1D""","=""2""",,"=""""","=""L7591""",
"=""228.391""","=""0.003""","=""228.3903""","=""0.0004""","=""""","=""""",,"=""4.6673829""","=""10.094319""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.11s""","=""3S""","=""1""",,"=""""","=""L7591""",
"=""228.566""","=""0.003""","=""228.5664""","=""0.0010""","=""""","=""""",,"=""4.8864946""","=""10.30925""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.15s""","=""3S""","=""1""",,"=""""","=""L7591""",
"=""228.962""","=""0.003""","=""228.9627""","=""0.0010""","=""*""","=""""",,"=""4.8864946""","=""10.299863""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.13d""","=""3D""","=""2""",,"=""""","=""L7591""",
"=""228.962""","=""0.003""","=""228.9659""","=""0.0016""","=""*""","=""""",,"=""4.8864946""","=""10.29979""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.13d""","=""3D""","=""1""",,"=""""","=""L7591""",
"=""228.988""","=""0.003""","=""228.9895""","=""0.0009""","=""""","=""""",,"=""4.8864946""","=""10.299231""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.13d""","=""1D""","=""2""",,"=""""","=""L7591""",
"=""229.703""","=""0.003""","=""229.7051""","=""0.0011""","=""""","=""""",,"=""4.8864946""","=""10.28237""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.14s""","=""1S""","=""0""",,"=""""","=""L7591""",
"=""229.797""","=""0.003""","=""229.7976""","=""0.0011""","=""""","=""""",,"=""4.8864946""","=""10.280199""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.14s""","=""3S""","=""1""",,"=""""","=""L7591""",
"=""230.047""","=""0.013""","=""230.0331""","=""0.0016""","=""0""","=""""",,"=""4.6673829""","=""10.05556""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.7f""","=""3F*""","=""2""",E2,"=""""","=""L7589c86""",
"=""230.2059""","=""0.0004""","=""230.2060""","=""0.0003""","=""30""","=""""",,"=""4.6673829""","=""10.051518""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.9d""","=""3D""","=""1""",,"=""""","=""L3451""",
"=""230.343""","=""0.003""","=""230.3434""","=""0.0010""","=""*""","=""""",,"=""4.8864946""","=""10.267419""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.12d""","=""3D""","=""2""",,"=""""","=""L7591""",
"=""230.343""","=""0.003""","=""230.3504""","=""0.0016""","=""*""","=""""",,"=""4.8864946""","=""10.26726""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.12d""","=""3D""","=""1""",,"=""""","=""L7591""",
"=""230.378""","=""0.003""","=""230.3813""","=""0.0010""","=""""","=""""",,"=""4.8864946""","=""10.26653""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.12d""","=""1D""","=""2""",,"=""""","=""L7591""",
"=""231.388""","=""0.003""","=""231.3918""","=""0.0011""","=""""","=""""",,"=""4.8864946""","=""10.243041""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.13s""","=""1S""","=""0""",,"=""""","=""L7591""",
"=""231.521""","=""0.003""","=""231.5249""","=""0.0010""","=""""","=""""",,"=""4.8864946""","=""10.239962""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.13s""","=""3S""","=""1""",,"=""""","=""L7591""",
"=""232.303""","=""0.003""","=""232.3076""","=""0.0009""","=""""","=""""",,"=""4.8864946""","=""10.221927""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.11d""","=""3D""","=""2""",,"=""""","=""L7591""",
"=""232.3197""","=""0.0004""","=""232.3200""","=""0.0004""","=""20""","=""""",,"=""4.8864946""","=""10.221642""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.11d""","=""3D""","=""1""",,"=""""","=""L3451""",
"=""232.356""","=""0.003""","=""232.3600""","=""0.0009""","=""""","=""""",,"=""4.8864946""","=""10.22072""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.11d""","=""1D""","=""2""",,"=""""","=""L7591""",
"=""233.855""","=""0.003""","=""233.8556""","=""0.0010""","=""""","=""""",,"=""4.8864946""","=""10.186612""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.12s""","=""1S""","=""0""",,"=""""","=""L7591""",
"=""234.055""","=""0.002""","=""234.0559""","=""0.0004""","=""6""","=""""",,"=""4.8864946""","=""10.182076""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.12s""","=""3S""","=""1""",,"=""""","=""L15189""",
"=""234.543""","=""0.003""","=""234.54334""","=""0.00011""","=""200""","=""""",,"=""4.6673829""","=""9.951960""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.10s""","=""3S""","=""1""",,"=""""","=""L7591""",
"=""235.241""","=""0.003""","=""235.2445""","=""0.0008""","=""30""","=""""",,"=""4.8864946""","=""10.155323""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.10d""","=""3D""","=""2""",,"=""""","=""L7591""",
"=""235.265""","=""0.003""","=""235.2677""","=""0.0011""","=""""","=""""",,"=""4.8864946""","=""10.15480""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.10d""","=""3D""","=""1""",,"=""""","=""L7591""",
"=""235.318""","=""0.003""","=""235.3198""","=""0.0008""","=""""","=""""",,"=""4.8864946""","=""10.153635""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.10d""","=""1D""","=""2""",,"=""""","=""L7591""",
"=""237.483""","=""0.013""","=""237.4644""","=""0.0011""","=""1""","=""""",,"=""4.6673829""","=""9.886959""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.6f""","=""3F*""","=""2""",E2,"=""""","=""L7589c86""",
"=""237.677""","=""0.003""","=""237.6765""","=""0.0017""","=""""","=""""",,"=""4.8864946""","=""10.10141""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.11s""","=""1S""","=""0""",,"=""""","=""L7591""",
"=""237.8324""","=""0.0002""","=""237.83241""","=""0.00011""","=""4000""","=""3.6e+06""",D,"=""4.6673829""","=""9.878884""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.8d""","=""3D""","=""1""",,"=""T3462""","=""L3456""",
"=""237.946""","=""0.010""","=""237.93436""","=""0.00011""","=""""","=""""",,"=""4.6673829""","=""9.876651""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.8d""","=""1D""","=""2""",HF,"=""""","=""L15160""",
"=""238.008""","=""0.003""","=""238.0003""","=""0.0005""","=""30""","=""""",,"=""4.8864946""","=""10.094319""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.11s""","=""3S""","=""1""",,"=""""","=""L7591""",
"=""239.776""","=""0.013""","=""239.7745""","=""0.0012""","=""1*""","=""""",,"=""4.8864946""","=""10.055788""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.7f""","=""3F*""","=""3""",E2,"=""""","=""L7589c86""",
"=""239.776""","=""0.013""","=""239.7848""","=""0.0017""","=""1*""","=""""",,"=""4.8864946""","=""10.05556""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.7f""","=""3F*""","=""2""",E2,"=""""","=""L7589c86""",
"=""239.935""","=""0.003""","=""239.9353""","=""0.0007""","=""70""","=""""",,"=""4.8864946""","=""10.052323""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.9d""","=""3D""","=""2""",,"=""""","=""L7591""",
"=""239.9727""","=""0.0004""","=""239.9727""","=""0.0003""","=""30""","=""""",,"=""4.8864946""","=""10.051518""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.9d""","=""3D""","=""1""",,"=""""","=""L3451""",
"=""240.0493""","=""0.0004""","=""240.04948""","=""0.00005""","=""14""","=""""",,"=""4.8864946""","=""10.0498662""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.9d""","=""1D""","=""2""",,"=""""","=""L3451""",
"=""244.103""","=""0.002""","=""244.10662""","=""0.00005""","=""6""","=""""",,"=""4.8864946""","=""9.9640556""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.10s""","=""1S""","=""0""",,"=""""","=""L15160""",
"=""244.6895""","=""0.0004""","=""244.68956""","=""0.00012""","=""30""","=""""",,"=""4.8864946""","=""9.951960""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.10s""","=""3S""","=""1""",,"=""""","=""L3451""",
"=""246.4057""","=""0.0004""","=""246.40611""","=""0.00012""","=""20""","=""""",,"=""4.6673829""","=""9.697563""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.9s""","=""3S""","=""1""",,"=""""","=""L3451""",
"=""247.865""","=""0.013""","=""247.8705""","=""0.0012""","=""1.5*""","=""""",,"=""4.8864946""","=""9.886959""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.6f""","=""3F*""","=""2""",E2,"=""""","=""L7589c86""",
"=""247.865""","=""0.013""","=""247.8711""","=""0.0018""","=""1.5*""","=""""",,"=""4.8864946""","=""9.88695""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.6f""","=""3F*""","=""3""",E2,"=""""","=""L7589c86""",
"=""248.2001""","=""0.0002""","=""248.20002""","=""0.00018""","=""300""","=""""",,"=""4.8864946""","=""9.880321""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.8d""","=""3D""","=""2""",,"=""""","=""L3456""",
"=""248.2716""","=""0.0002""","=""248.27147""","=""0.00012""","=""90""","=""""",,"=""4.8864946""","=""9.878884""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.8d""","=""3D""","=""1""",,"=""""","=""L3456""",
"=""248.3815""","=""0.0004""","=""248.38257""","=""0.00012""","=""170""","=""""",,"=""4.8864946""","=""9.876651""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.8d""","=""1D""","=""2""",,"=""""","=""L3451""",
"=""251.437""","=""0.003""","=""251.4328""","=""0.0019""","=""""","=""""",,"=""5.4606248""","=""10.39025""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.20d""","=""3D""","=""3""",,"=""""","=""L7591""",
"=""251.749""","=""0.003""","=""251.7513""","=""0.0019""","=""""","=""""",,"=""5.4606248""","=""10.38401""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.19d""","=""3D""","=""3""",,"=""""","=""L7591""",
"=""251.991""","=""0.003""","=""251.9867""","=""0.0019""","=""""","=""""",,"=""5.4606248""","=""10.37941""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.20s""","=""3S""","=""1""",,"=""""","=""L7591""",
"=""252.127""","=""0.003""","=""252.123""","=""0.003""","=""""","=""""",,"=""5.4606248""","=""10.37675""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.18d""","=""3D""","=""3""",,"=""""","=""L7591""",
"=""252.420""","=""0.003""","=""252.4181""","=""0.0019""","=""""","=""""",,"=""5.4606248""","=""10.37101""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.19s""","=""3S""","=""1""",,"=""""","=""L7591""",
"=""252.478""","=""0.013""","=""252.5011""","=""0.0003""","=""1""","=""""",,"=""4.6673829""","=""9.576150""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.5f""","=""3F*""","=""2""",E2,"=""""","=""L7589c86""",
"=""252.594""","=""0.003""","=""252.5929""","=""0.0019""","=""""","=""""",,"=""5.4606248""","=""10.36761""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.17d""","=""3D""","=""3""",,"=""""","=""L7591""",
"=""252.953""","=""0.003""","=""252.9540""","=""0.0019""","=""""","=""""",,"=""5.4606248""","=""10.36060""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.18s""","=""3S""","=""1""",,"=""""","=""L7591""",
"=""253.172""","=""0.003""","=""253.1725""","=""0.0019""","=""""","=""""",,"=""5.4606248""","=""10.35638""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.16d""","=""3D""","=""3""",,"=""""","=""L7591""",
"=""253.4772""","=""0.0002""","=""253.47714""","=""0.00012""","=""2000""","=""""",,"=""4.6673829""","=""9.5572500""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.7d""","=""3D""","=""1""",,"=""""","=""L3456""",
"=""253.65210""","=""0.00010""","=""253.65209""","=""0.00005""","=""900000""","=""8.40e+06""",A+,"=""0.0000000""","=""4.8864946""","=""5d10.6s2""","=""1S""","=""0""","=""5d10.6s.6p""","=""3P*""","=""1""",,"=""T7227""","=""L7247""",
"=""253.907""","=""0.003""","=""253.9069""","=""0.0019""","=""""","=""""",,"=""5.4606248""","=""10.34222""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.15d""","=""3D""","=""3""",,"=""""","=""L7591""",
"=""254.494""","=""0.003""","=""254.4945""","=""0.0013""","=""""","=""""",,"=""5.4606248""","=""10.330946""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.16s""","=""3S""","=""1""",,"=""""","=""L7591""",
"=""254.853""","=""0.003""","=""254.8546""","=""0.0019""","=""""","=""""",,"=""5.4606248""","=""10.32407""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.14d""","=""3D""","=""3""",,"=""""","=""L7591""",
"=""254.924""","=""0.010""","=""254.9182""","=""0.0003""","=""0""","=""""",,"=""5.4606248""","=""10.322851""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.15p""","=""3P*""","=""2""",E2,"=""""","=""L15160c86""",
"=""255.635""","=""0.003""","=""255.6334""","=""0.0013""","=""""","=""""",,"=""5.4606248""","=""10.30925""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.15s""","=""3S""","=""1""",,"=""""","=""L7591""",
"=""256.115""","=""0.003""","=""256.1167""","=""0.0020""","=""""","=""""",,"=""5.4606248""","=""10.30010""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.13d""","=""3D""","=""3""",,"=""""","=""L7591""",
"=""256.133""","=""0.003""","=""256.1292""","=""0.0013""","=""""","=""""",,"=""5.4606248""","=""10.299863""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.13d""","=""3D""","=""2""",,"=""""","=""L7591""",
"=""256.161""","=""0.003""","=""256.1627""","=""0.0011""","=""""","=""""",,"=""5.4606248""","=""10.299231""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.13d""","=""1D""","=""2""",,"=""""","=""L7591""",
"=""256.202""","=""0.010""","=""256.2009""","=""0.0003""","=""0""","=""""",,"=""5.4606248""","=""10.298509""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.14p""","=""3P*""","=""2""",E2,"=""""","=""L15160c86""",
"=""256.3855""","=""0.0006""","=""256.3860""","=""0.0003""","=""40""","=""""",,"=""4.8864946""","=""9.720887""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.9s""","=""1S""","=""0""",,"=""""","=""L3451""",
"=""257.176""","=""0.003""","=""257.1743""","=""0.0013""","=""""","=""""",,"=""5.4606248""","=""10.280199""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.14s""","=""3S""","=""1""",,"=""""","=""L7591""",
"=""257.6285""","=""0.0006""","=""257.62902""","=""0.00013""","=""100""","=""""",,"=""4.8864946""","=""9.697563""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.9s""","=""3S""","=""1""",,"=""""","=""L3451""",
"=""257.839""","=""0.003""","=""257.8436""","=""0.0020""","=""""","=""""",,"=""5.4606248""","=""10.26769""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.12d""","=""3D""","=""3""",,"=""""","=""L7591""",
"=""257.859""","=""0.003""","=""257.8581""","=""0.0013""","=""""","=""""",,"=""5.4606248""","=""10.267419""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.12d""","=""3D""","=""2""",,"=""""","=""L7591""",
"=""257.8912""","=""0.0160""","=""257.9056""","=""0.0013""","=""6""","=""""",,"=""5.4606248""","=""10.26653""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.12d""","=""1D""","=""2""",,"=""""","=""L3451""",
"=""257.958""","=""0.010""","=""257.9624""","=""0.0003""","=""0""","=""""",,"=""5.4606248""","=""10.265476""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.13p""","=""3P*""","=""2""",E2,"=""""","=""L15160c86""",
"=""259.341""","=""0.002""","=""259.3396""","=""0.0013""","=""1""","=""""",,"=""5.4606248""","=""10.239962""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.13s""","=""3S""","=""1""",,"=""""","=""L15189c86""",
"=""260.243""","=""0.013""","=""260.245""","=""0.003""","=""0*""","=""""",,"=""5.4606248""","=""10.22333""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.9f""","=""3F*""","=""4""",E2,"=""""","=""L7589c86""",
