obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""446.6503""","=""0.0020""","=""446.65130""","=""0.00022""","=""20""","=""""",,"=""149824.2215""","=""172206.770""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""446.68120""","=""0.00004""","=""446.68120""","=""0.00004""","=""700""","=""""",,"=""149824.2215""","=""172205.272""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[7/2]*""","=""3""",,"=""""","=""L3451""",
"=""446.7491""","=""0.0020""","=""446.74894""","=""0.00022""","=""10""","=""""",,"=""149824.2215""","=""172201.878""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""447.0971""","=""0.0020""","=""447.099""","=""0.003""","=""50*""","=""""",,"=""150917.4307""","=""173277.59""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).13d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""447.0971""","=""0.0020""","=""447.09682""","=""0.00004""","=""50*""","=""""",,"=""150121.5922""","=""172481.8376""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""447.2246""","=""0.0020""","=""447.22716""","=""0.00010""","=""10*""","=""""",,"=""150121.5922""","=""172475.321""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""447.2246""","=""0.0020""","=""447.2216""","=""0.0018""","=""10*""","=""""",,"=""150772.1118""","=""173126.12""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).13s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""447.5131""","=""0.0020""","=""447.51455""","=""0.00022""","=""50""","=""""",,"=""150121.5922""","=""172460.966""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""447.56560""","=""0.00010""","=""447.56542""","=""0.00014""","=""1000""","=""""",,"=""150121.5922""","=""172458.427""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[5/2]*""","=""2""",,"=""""","=""L7292""",
"=""448.0823""","=""0.0020""","=""448.0825""","=""0.0016""","=""150""","=""""",,"=""151038.4524""","=""173349.51""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).9d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""448.31900""","=""0.00010""","=""448.31961""","=""0.00003""","=""1500""","=""""",,"=""148257.7898""","=""170557.0484""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""1""",,"=""""","=""L7292""",
"=""448.80926""","=""0.00004""","=""448.80933""","=""0.00003""","=""3000""","=""""",,"=""148257.7898""","=""170532.7169""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""2""",,"=""""","=""L3451""",
"=""449.17716""","=""0.00020""","=""449.17702""","=""0.00010""","=""800""","=""""",,"=""149824.2215""","=""172080.915""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""1""",,"=""""","=""L4498""",
"=""449.1838""","=""0.0020""","=""449.1838""","=""0.0012""","=""500""","=""""",,"=""150315.8612""","=""172572.22""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[5/2]*""","=""3""",,"=""""","=""L3469""",
"=""449.2132""","=""0.0020""","=""449.2118""","=""0.0010""","=""50""","=""""",,"=""150315.8612""","=""172570.83""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""449.2412""","=""0.0020""","=""449.2407""","=""0.0008""","=""300""","=""""",,"=""150315.8612""","=""172569.40""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""449.2689""","=""0.0020""","=""449.26729""","=""0.00010""","=""150""","=""""",,"=""150315.8612""","=""172568.083""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[7/2]*""","=""3""",,"=""""","=""L3469""",
"=""449.3108""","=""0.0020""","=""449.3108""","=""0.0010""","=""50""","=""""",,"=""150315.8612""","=""172565.93""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""449.3699""","=""0.0020""","=""449.36936""","=""0.00014""","=""500""","=""""",,"=""149824.2215""","=""172071.389""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""449.9000""","=""0.0020""","=""449.8984""","=""0.0012""","=""20""","=""""",,"=""151038.4524""","=""173259.46""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).10s""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""449.9843""","=""0.0020""","=""449.9839""","=""0.0012""","=""50*""","=""""",,"=""151038.4524""","=""173255.24""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).10s""","=""2[1/2]*""","=""0""",,"=""""","=""L3469""",
"=""449.9843""","=""0.0020""","=""449.9820""","=""0.0014""","=""50*""","=""""",,"=""150772.1118""","=""172988.99""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).8d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""450.01820""","=""0.00010""","=""450.01819""","=""0.00010""","=""500""","=""""",,"=""150772.1118""","=""172987.204""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).8d""","=""2[5/2]*""","=""2""",,"=""""","=""L7292""",
"=""451.0170""","=""0.0020""","=""451.01537""","=""0.00004""","=""150""","=""""",,"=""150315.8612""","=""172481.8376""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""451.1509""","=""0.0020""","=""451.148""","=""0.003""","=""200*""","=""""",,"=""150858.5079""","=""173017.98""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).11d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""451.1509""","=""0.0020""","=""451.14800""","=""0.00010""","=""200*""","=""""",,"=""150315.8612""","=""172475.321""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""451.4891""","=""0.0020""","=""451.48843""","=""0.00006""","=""700""","=""""",,"=""150315.8612""","=""172458.613""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[5/2]*""","=""3""",,"=""""","=""L3469""",
"=""451.5022""","=""0.0020""","=""451.50454""","=""0.00016""","=""20""","=""""",,"=""150315.8612""","=""172457.823""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""451.5411""","=""0.0020""","=""451.54151""","=""0.00008""","=""300""","=""""",,"=""150121.5922""","=""172261.741""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).8s""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""451.6936""","=""0.0020""","=""451.69342""","=""0.00018""","=""500""","=""""",,"=""150121.5922""","=""172254.295""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).8s""","=""2[1/2]*""","=""0""",,"=""""","=""L3469""",
"=""451.77360""","=""0.00010""","=""451.77360""","=""0.00010""","=""1000""","=""""",,"=""150858.5079""","=""172987.283""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).8d""","=""2[5/2]*""","=""3""",,"=""""","=""L7292""",
"=""452.57640""","=""0.00010""","=""452.57656""","=""0.00021""","=""700""","=""""",,"=""150121.5922""","=""172211.107""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[5/2]*""","=""2""",,"=""""","=""L7292""",
"=""452.6177""","=""0.0020""","=""452.6167""","=""0.0010""","=""500""","=""""",,"=""150121.5922""","=""172209.15""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""452.6685""","=""0.0020""","=""452.6714""","=""0.0010""","=""150*""","=""""",,"=""150772.1118""","=""172857.00""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).9s""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""452.6685""","=""0.0020""","=""452.66543""","=""0.00023""","=""150*""","=""""",,"=""150121.5922""","=""172206.770""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""452.7725""","=""0.0020""","=""452.7712""","=""0.0012""","=""150""","=""""",,"=""150772.1118""","=""172852.13""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).9s""","=""2[1/2]*""","=""0""",,"=""""","=""L3469""",
"=""452.7973""","=""0.0020""","=""452.7975""","=""0.0012""","=""10""","=""""",,"=""150121.5922""","=""172200.33""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""0""",,"=""""","=""L3469""",
"=""452.9476""","=""0.0020""","=""452.9447""","=""0.0014""","=""300""","=""""",,"=""150917.4307""","=""172988.99""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<1/2>).8d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""453.2395""","=""0.0020""","=""453.2399""","=""0.0014""","=""10""","=""""",,"=""150772.1118""","=""172829.30""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).10d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""453.63003""","=""0.00020""","=""453.62996""","=""0.00003""","=""1500""","=""4.29e+05""",C,"=""148257.7898""","=""170296.0099""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L4498""",
"=""453.76768""","=""0.00020""","=""453.76762""","=""0.00003""","=""3000""","=""4.77e+05""",C+,"=""148257.7898""","=""170289.3243""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L4498""",
"=""453.77545""","=""0.00004""","=""453.77551""","=""0.00003""","=""10000""","=""8.16e+05""",C+,"=""148257.7898""","=""170288.9415""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L3451""",
"=""453.83026""","=""0.00020""","=""453.83007""","=""0.00008""","=""3000""","=""""",,"=""149657.0392""","=""171685.542""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""3""",,"=""""","=""L4498""",
"=""453.9168""","=""0.0020""","=""453.91650""","=""0.00013""","=""500""","=""""",,"=""149657.0392""","=""171681.348""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""454.03801""","=""0.00004""","=""454.03790""","=""0.00009""","=""500""","=""""",,"=""149657.0392""","=""171675.459""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[7/2]*""","=""4""",,"=""""","=""L3451""",
"=""454.4502""","=""0.0020""","=""454.4492""","=""0.0010""","=""500""","=""""",,"=""150858.5079""","=""172857.00""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).9s""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""454.5729""","=""0.0020""","=""454.5733""","=""0.0010""","=""10""","=""""",,"=""150772.1118""","=""172764.60""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""454.7218""","=""0.0020""","=""454.71962""","=""0.00004""","=""100""","=""""",,"=""149657.0392""","=""171642.4494""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<1/2>).6d""","=""2[5/2]*""","=""3""",,"=""""","=""L3469""",
"=""454.7728""","=""0.0020""","=""454.77082""","=""0.00003""","=""150""","=""""",,"=""149657.0392""","=""171639.9741""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<1/2>).6d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""455.0640""","=""0.0020""","=""455.0626""","=""0.0021""","=""10""","=""""",,"=""150858.5079""","=""172827.35""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).10d""","=""2[7/2]*""","=""3""",,"=""""","=""L3469""",
"=""455.25980""","=""0.00010""","=""455.25983""","=""0.00011""","=""300""","=""""",,"=""150121.5922""","=""172080.915""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""1""",,"=""""","=""L7292""",
"=""455.4415""","=""0.0020""","=""455.4420""","=""0.0015""","=""100""","=""""",,"=""151038.4524""","=""172988.99""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).8d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""455.4561""","=""0.0020""","=""455.45741""","=""0.00015""","=""50""","=""""",,"=""150121.5922""","=""172071.389""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""455.4824""","=""0.0020""","=""455.4819""","=""0.0017""","=""400""","=""""",,"=""151038.4524""","=""172987.07""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).8d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""455.5392""","=""0.0020""","=""455.53870""","=""0.00009""","=""300""","=""""",,"=""150315.8612""","=""172261.741""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).8s""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""455.6698""","=""0.0020""","=""455.6697""","=""0.0010""","=""20""","=""""",,"=""150917.4307""","=""172857.00""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<1/2>).9s""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""456.2449""","=""0.0020""","=""456.2458""","=""0.0015""","=""10""","=""""",,"=""150917.4307""","=""172829.30""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).10d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""456.58880""","=""0.00010""","=""456.58886""","=""0.00013""","=""600""","=""""",,"=""150315.8612""","=""172211.266""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[5/2]*""","=""3""",,"=""""","=""L7292""",
"=""456.6830""","=""0.0020""","=""456.68264""","=""0.00023""","=""400""","=""""",,"=""150315.8612""","=""172206.770""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""456.7139""","=""0.0020""","=""456.71389""","=""0.00005""","=""150""","=""""",,"=""150315.8612""","=""172205.272""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[7/2]*""","=""3""",,"=""""","=""L3469""",
"=""456.7845""","=""0.0020""","=""456.78472""","=""0.00023""","=""100""","=""""",,"=""150315.8612""","=""172201.878""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""457.30609""","=""0.00020""","=""457.30604""","=""0.00007""","=""50""","=""""",,"=""149824.2215""","=""171685.289""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""2""",,"=""""","=""L4498""",
"=""457.3557""","=""0.0020""","=""457.35573""","=""0.00019""","=""500""","=""""",,"=""149824.2215""","=""171682.914""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""457.3898""","=""0.0020""","=""457.38850""","=""0.00013""","=""300""","=""""",,"=""149824.2215""","=""171681.348""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""457.50620""","=""0.00004""","=""457.50614""","=""0.00007""","=""3000""","=""""",,"=""149824.2215""","=""171675.728""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[7/2]*""","=""3""",,"=""""","=""L3451""",
"=""457.5858""","=""0.0020""","=""457.58571""","=""0.00023""","=""200""","=""""",,"=""149824.2215""","=""171671.928""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""458.20350""","=""0.00010""","=""458.20397""","=""0.00004""","=""1500""","=""""",,"=""149824.2215""","=""171642.4494""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).6d""","=""2[5/2]*""","=""3""",,"=""""","=""L7292""",
"=""458.2105""","=""0.0020""","=""458.21009""","=""0.00003""","=""150""","=""""",,"=""149824.2215""","=""171642.1580""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).6d""","=""2[5/2]*""","=""2""",,"=""""","=""L3469""",
"=""458.24521""","=""0.00004""","=""458.24505""","=""0.00009""","=""1500""","=""""",,"=""149657.0392""","=""171473.311""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""""","=""L3451""",
"=""458.2556""","=""0.0020""","=""458.25596""","=""0.00003""","=""150""","=""""",,"=""149824.2215""","=""171639.9741""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).6d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""458.2980""","=""0.0020""","=""458.2995""","=""0.0013""","=""50""","=""""",,"=""151038.4524""","=""172852.13""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).9s""","=""2[1/2]*""","=""0""",,"=""""","=""L3469""",
"=""458.5876""","=""0.0020""","=""458.5869""","=""0.0013""","=""100""","=""""",,"=""150772.1118""","=""172572.12""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[5/2]*""","=""2""",,"=""""","=""L3469""",
"=""458.6145""","=""0.0020""","=""458.6141""","=""0.0011""","=""20""","=""""",,"=""150772.1118""","=""172570.83""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""459.3243""","=""0.0020""","=""459.32342""","=""0.00011""","=""500""","=""""",,"=""150315.8612""","=""172080.915""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""459.5249""","=""0.0020""","=""459.52455""","=""0.00015""","=""500""","=""""",,"=""150315.8612""","=""172071.389""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""460.4095""","=""0.0020""","=""460.4095""","=""0.0013""","=""150""","=""""",,"=""150858.5079""","=""172572.22""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[5/2]*""","=""3""",,"=""""","=""L3469""",
"=""460.4680""","=""0.0020""","=""460.4693""","=""0.0008""","=""10""","=""""",,"=""150858.5079""","=""172569.40""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""460.4938""","=""0.0020""","=""460.49404""","=""0.00005""","=""50""","=""""",,"=""150772.1118""","=""172481.8376""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""460.9365""","=""0.0020""","=""460.93719""","=""0.00023""","=""300""","=""""",,"=""150772.1118""","=""172460.966""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""460.99100""","=""0.00010""","=""460.99116""","=""0.00015""","=""1500""","=""""",,"=""150772.1118""","=""172458.427""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[5/2]*""","=""2""",,"=""""","=""L7292""",
"=""461.43910""","=""0.00010""","=""461.43908""","=""0.00011""","=""1000""","=""""",,"=""149824.2215""","=""171489.486""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""1""",,"=""""","=""L7292""",
"=""461.6911""","=""0.0020""","=""461.6919""","=""0.0011""","=""50""","=""""",,"=""150917.4307""","=""172570.83""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""461.78370""","=""0.00010""","=""461.78385""","=""0.00009""","=""700""","=""""",,"=""149824.2215""","=""171473.311""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""""","=""L7292""",
"=""462.7799""","=""0.0020""","=""462.78067""","=""0.00024""","=""20""","=""""",,"=""150858.5079""","=""172460.966""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""462.83113""","=""0.00004""","=""462.83109""","=""0.00007""","=""1500""","=""""",,"=""150858.5079""","=""172458.613""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[5/2]*""","=""3""",,"=""""","=""L3451""",
"=""462.8460""","=""0.0020""","=""462.84802""","=""0.00017""","=""300""","=""""",,"=""150858.5079""","=""172457.823""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""463.61250""","=""0.00010""","=""463.61255""","=""0.00007""","=""700""","=""""",,"=""150121.5922""","=""171685.289""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""2""",,"=""""","=""L7292""",
"=""463.66362""","=""0.00020""","=""463.66362""","=""0.00019""","=""700""","=""""",,"=""150121.5922""","=""171682.914""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""1""",,"=""""","=""L4498""",
"=""463.6974""","=""0.0020""","=""463.69729""","=""0.00013""","=""500""","=""""",,"=""150121.5922""","=""171681.348""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
