obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""541.012""","=""0.002""","=""541.01782""","=""0.00004""","=""50""","=""""",,"=""151038.4524""","=""169516.9948""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""541.26490""","=""0.00004""","=""541.26481""","=""0.00004""","=""2500""","=""3.01e+05""",C+,"=""151038.4524""","=""169508.5627""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L3451""",
"=""541.85584""","=""0.00004""","=""541.85577""","=""0.00004""","=""1500""","=""3.78e+05""",C,"=""151038.4524""","=""169488.4193""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""",,"=""T6976""","=""L3451""",
"=""542.0155""","=""0.0020""","=""542.01538""","=""0.00004""","=""500""","=""4.33e+05""",C,"=""151038.4524""","=""169482.9862""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""0""",,"=""T6976""","=""L3469""",
"=""543.36513""","=""0.00004""","=""543.36499""","=""0.00004""","=""2500""","=""2.83e+05""",B+,"=""148257.7898""","=""166656.5114""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""",,"=""T2318""","=""L3451""",
"=""544.7120""","=""0.0020""","=""544.71041""","=""0.00004""","=""80""","=""""",,"=""152970.7328""","=""171324.0107""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""544.85091""","=""0.00004""","=""544.85085""","=""0.00004""","=""1500""","=""4.65e+05""",B+,"=""148257.7898""","=""166606.3370""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""0""",,"=""T2734""","=""L3451""",
"=""549.44158""","=""0.00004""","=""549.44161""","=""0.00004""","=""500""","=""""",,"=""150772.1118""","=""168967.3526""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""",,"=""""","=""L3451""",
"=""550.73442""","=""0.00030""","=""550.73415""","=""0.00004""","=""250""","=""""",,"=""150772.1118""","=""168924.6500""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""",,"=""""","=""L4498""",
"=""551.1176""","=""0.0020""","=""551.11760""","=""0.00004""","=""30""","=""""",,"=""149657.0392""","=""167796.9475""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""551.1485""","=""0.0020""","=""551.14953""","=""0.00004""","=""150""","=""""",,"=""149657.0392""","=""167795.8966""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""3""",,"=""""","=""L3469""",
"=""552.063""","=""0.002""","=""552.06299""","=""0.00004""","=""30""","=""""",,"=""150858.5079""","=""168967.3526""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""",,"=""""","=""L7441""",
"=""553.36788""","=""0.00004""","=""553.36791""","=""0.00004""","=""750""","=""""",,"=""150858.5079""","=""168924.6500""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""",,"=""""","=""L3451""",
"=""553.86510""","=""0.00004""","=""553.86518""","=""0.00004""","=""500""","=""""",,"=""150917.4307""","=""168967.3526""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""",,"=""""","=""L3451""",
"=""555.90978""","=""0.00030""","=""555.90956""","=""0.00004""","=""350""","=""""",,"=""149824.2215""","=""167807.7649""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""1""",,"=""""","=""L4498""",
"=""556.24416""","=""0.00030""","=""556.24415""","=""0.00004""","=""1500""","=""1.43e+05""",C,"=""149824.2215""","=""167796.9475""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L4498""",
"=""556.27662""","=""0.00004""","=""556.27668""","=""0.00004""","=""5000""","=""9.88e+05""",C+,"=""149824.2215""","=""167795.8966""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""3""",,"=""T6976""","=""L3451""",
"=""556.30531""","=""0.00030""","=""556.30534""","=""0.00004""","=""750""","=""1.02e+05""",C,"=""149824.2215""","=""167794.9709""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L4498""",
"=""557.60394""","=""0.00030""","=""557.60386""","=""0.00004""","=""350""","=""""",,"=""151038.4524""","=""168967.3526""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""",,"=""""","=""L4498""",
"=""558.5905""","=""0.0020""","=""558.59183""","=""0.00007""","=""50""","=""""",,"=""152970.7328""","=""170867.923""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""558.93472""","=""0.00030""","=""558.93514""","=""0.00004""","=""500""","=""""",,"=""151038.4524""","=""168924.6500""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""",,"=""""","=""L4498""",
"=""559.115""","=""0.002""","=""559.11081""","=""0.00005""","=""80""","=""""",,"=""152970.7328""","=""170851.3105""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""",,"=""""","=""L7441""",
"=""565.25664""","=""0.00004""","=""565.25658""","=""0.00005""","=""750""","=""7.37e+05""",C+,"=""150121.5922""","=""167807.7649""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L3451""",
"=""565.60258""","=""0.00030""","=""565.60252""","=""0.00005""","=""750""","=""3.66e+05""",C+,"=""150121.5922""","=""167796.9475""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L4498""",
"=""565.66588""","=""0.00004""","=""565.66578""","=""0.00005""","=""5000""","=""2.95e+06""",C+,"=""150121.5922""","=""167794.9709""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L3451""",
"=""566.25489""","=""0.00004""","=""566.25476""","=""0.00005""","=""750""","=""5.31e+05""",B+,"=""148257.7898""","=""165912.7861""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""",,"=""T2734""","=""L3451""",
"=""568.4647""","=""0.0020""","=""568.46620""","=""0.00005""","=""250""","=""""",,"=""152970.7328""","=""170557.0484""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""568.98163""","=""0.00004""","=""568.98156""","=""0.00005""","=""1500""","=""1.41e+06""",B+,"=""148257.7898""","=""165828.1766""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""",,"=""T2734""","=""L3451""",
"=""571.53409""","=""0.00030""","=""571.53451""","=""0.00005""","=""350""","=""""",,"=""150315.8612""","=""167807.7649""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""1""",,"=""""","=""L4498""",
"=""571.88798""","=""0.00030""","=""571.88818""","=""0.00005""","=""1500""","=""2.54e+05""",C+,"=""150315.8612""","=""167796.9475""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L4498""",
"=""571.92248""","=""0.00004""","=""571.92256""","=""0.00005""","=""5000""","=""9.84e+05""",C+,"=""150315.8612""","=""167795.8966""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""3""",,"=""T6976""","=""L3451""",
"=""571.95300""","=""0.00030""","=""571.95285""","=""0.00005""","=""750""","=""1.96e+05""",C,"=""150315.8612""","=""167794.9709""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L4498""",
"=""574.82985""","=""0.00004""","=""574.82979""","=""0.00005""","=""5000""","=""3.34e+06""",C+,"=""149657.0392""","=""167048.6694""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""",,"=""T6976""","=""L3451""",
"=""574.86446""","=""0.00030""","=""574.86487""","=""0.00005""","=""700""","=""2.53e+05""",C+,"=""149657.0392""","=""167047.6082""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L4498""",
"=""576.05885""","=""0.00004""","=""576.05882""","=""0.00005""","=""700""","=""5.06e+05""",C+,"=""149657.0392""","=""167011.5643""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L3451""",
"=""576.40525""","=""0.00030""","=""576.40530""","=""0.00005""","=""30""","=""5.50e+05""",C+,"=""149657.0392""","=""167001.1327""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""",,"=""T6976""","=""L4498""",
"=""576.44188""","=""0.00004""","=""576.44189""","=""0.00005""","=""7000""","=""1.12e+07""",B,"=""149657.0392""","=""167000.0317""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""4""",,"=""T6976""","=""L3451""",
"=""577.03067""","=""0.00030""","=""577.03132""","=""0.00005""","=""500""","=""4.04e+05""",C+,"=""152970.7328""","=""170296.0099""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L4498""",
"=""580.40900""","=""0.00030""","=""580.40920""","=""0.00005""","=""750""","=""1.88e+05""",C+,"=""149824.2215""","=""167048.6694""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""",,"=""T6976""","=""L4498""",
"=""580.44496""","=""0.00004""","=""580.44496""","=""0.00005""","=""5000""","=""3.60e+06""",C+,"=""149824.2215""","=""167047.6082""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L3451""",
"=""581.14066""","=""0.00004""","=""581.14058""","=""0.00005""","=""3000""","=""7.37e+05""",C+,"=""149824.2215""","=""167026.9923""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L3451""",
"=""581.66219""","=""0.00030""","=""581.66224""","=""0.00005""","=""500""","=""1.73e+05""",C,"=""149824.2215""","=""167011.5643""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L4498""",
"=""582.01558""","=""0.00004""","=""582.01548""","=""0.00005""","=""5000""","=""8.60e+06""",C+,"=""149824.2215""","=""167001.1327""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""",,"=""T6976""","=""L3451""",
"=""582.89063""","=""0.00030""","=""582.89068""","=""0.00005""","=""750""","=""2.87e+05""",C,"=""149824.2215""","=""166975.3424""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""",,"=""T6976""","=""L4498""",
"=""585.24878""","=""0.00005""","=""585.24879""","=""0.00010""","=""20000""","=""6.15e+07""",AA,"=""135888.7173""","=""152970.7328""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""0""",,"=""T6389""","=""L7292""",
"=""586.84165""","=""0.00030""","=""586.84155""","=""0.00005""","=""750""","=""8.26e+05""",C+,"=""150772.1118""","=""167807.7649""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L4498""",
"=""587.21450""","=""0.00030""","=""587.21443""","=""0.00005""","=""750""","=""6.69e+05""",C+,"=""150772.1118""","=""167796.9475""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L4498""",
"=""587.28275""","=""0.00004""","=""587.28261""","=""0.00005""","=""5000""","=""6.07e+06""",C+,"=""150772.1118""","=""167794.9709""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L3451""",
"=""588.18950""","=""0.00005""","=""588.18952""","=""0.00010""","=""10000""","=""1.15e+07""",B+,"=""134041.8400""","=""151038.4524""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""",,"=""T2733""","=""L7292""",
"=""589.83287""","=""0.00030""","=""589.83291""","=""0.00005""","=""200""","=""2.01e+05""",C,"=""150858.5079""","=""167807.7649""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L4498""",
"=""590.20944""","=""0.00030""","=""590.20960""","=""0.00005""","=""30""","=""7.35e+05""",C+,"=""150858.5079""","=""167796.9475""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L4498""",
"=""590.24623""","=""0.00004""","=""590.24622""","=""0.00005""","=""500""","=""8.56e+06""",C+,"=""150858.5079""","=""167795.8966""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""3""",,"=""T6976""","=""L3451""",
"=""590.27835""","=""0.00004""","=""590.27848""","=""0.00005""","=""50""","=""1.25e+06""",C+,"=""150858.5079""","=""167794.9709""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L3451""",
"=""590.64294""","=""0.00004""","=""590.64281""","=""0.00005""","=""500""","=""4.51e+06""",C+,"=""150121.5922""","=""167047.6082""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L3451""",
"=""591.36330""","=""0.00010""","=""591.36310""","=""0.00005""","=""2500""","=""3.19e+06""",C+,"=""150121.5922""","=""167026.9923""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L7292""",
"=""591.89068""","=""0.00004""","=""591.89059""","=""0.00005""","=""2500""","=""2.97e+06""",C+,"=""150917.4307""","=""167807.7649""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L3451""",
"=""591.90290""","=""0.00040""","=""591.90328""","=""0.00005""","=""80""","=""4.15e+05""",C+,"=""150121.5922""","=""167011.5643""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L4498""",
"=""593.44522""","=""0.00040""","=""593.44538""","=""0.00005""","=""750""","=""1.08e+06""",C+,"=""150121.5922""","=""166967.6752""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""0""",,"=""T6976""","=""L4498""",
"=""593.93154""","=""0.00040""","=""593.93168""","=""0.00005""","=""500""","=""2.00e+05""",B+,"=""149824.2215""","=""166656.5114""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""",,"=""T2318""","=""L4498""",
"=""594.48340""","=""0.00005""","=""594.48342""","=""0.00010""","=""5000""","=""1.13e+07""",B+,"=""134041.8400""","=""150858.5079""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""",,"=""T2733""","=""L7292""",
"=""596.16228""","=""0.00004""","=""596.16222""","=""0.00005""","=""700""","=""2.28e+06""",C+,"=""151038.4524""","=""167807.7649""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L3451""",
"=""596.54710""","=""0.00004""","=""596.54704""","=""0.00005""","=""5000""","=""6.41e+06""",C+,"=""151038.4524""","=""167796.9475""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L3451""",
"=""596.61790""","=""0.00040""","=""596.61741""","=""0.00005""","=""350""","=""2.42e+05""",C+,"=""151038.4524""","=""167794.9709""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L4498""",
"=""597.46273""","=""0.00004""","=""597.46282""","=""0.00005""","=""5000""","=""6.06e+06""",C+,"=""150315.8612""","=""167048.6694""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""",,"=""T6976""","=""L3451""",
"=""597.55343""","=""0.00005""","=""597.55340""","=""0.00010""","=""6000""","=""3.51e+06""",B+,"=""134041.8400""","=""150772.1118""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""",,"=""T2733""","=""L7292""",
"=""598.23753""","=""0.00040""","=""598.23783""","=""0.00005""","=""80""","=""9.9e+04""",C,"=""150315.8612""","=""167026.9923""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L4498""",
"=""598.79074""","=""0.00004""","=""598.79065""","=""0.00005""","=""1500""","=""3.63e+06""",C+,"=""150315.8612""","=""167011.5643""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L3451""",
"=""599.16477""","=""0.00040""","=""599.16502""","=""0.00005""","=""750""","=""1.18e+06""",C+,"=""150315.8612""","=""167001.1327""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""",,"=""T6976""","=""L4498""",
"=""600.09275""","=""0.00004""","=""600.09258""","=""0.00005""","=""1000""","=""1.14e+06""",C+,"=""150315.8612""","=""166975.3424""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""",,"=""T6976""","=""L3451""",
"=""602.99968""","=""0.00005""","=""602.99969""","=""0.00010""","=""10000""","=""5.61e+06""",B+,"=""134459.2871""","=""151038.4524""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""",,"=""T2733""","=""L7292""",
"=""604.2013""","=""0.0020""","=""604.19880""","=""0.00005""","=""150""","=""1.56e+05""",C,"=""152970.7328""","=""169516.9948""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L3469""",
"=""604.61348""","=""0.00004""","=""604.61328""","=""0.00005""","=""500""","=""2.26e+05""",B+,"=""150121.5922""","=""166656.5114""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""",,"=""T2318""","=""L3451""",
"=""606.45359""","=""0.00004""","=""606.45355""","=""0.00005""","=""500""","=""1.64e+06""",B+,"=""150121.5922""","=""166606.3370""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""0""",,"=""T2734""","=""L3451""",
"=""607.43376""","=""0.00005""","=""607.43377""","=""0.00010""","=""10000""","=""6.03e+07""",B+,"=""134459.2871""","=""150917.4307""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""",,"=""T2733""","=""L7292""",
"=""609.61630""","=""0.00005""","=""609.61631""","=""0.00010""","=""3000""","=""1.81e+07""",B+,"=""134459.2871""","=""150858.5079""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""",,"=""T2733""","=""L7292""",
"=""611.80187""","=""0.00040""","=""611.80141""","=""0.00005""","=""150""","=""6.09e+05""",B+,"=""150315.8612""","=""166656.5114""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""",,"=""T2318""","=""L4498""",
"=""612.84498""","=""0.00004""","=""612.84499""","=""0.00010""","=""1000""","=""6.70e+05""",B+,"=""134459.2871""","=""150772.1118""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""",,"=""T2733""","=""L3451""",
"=""614.2508""","=""0.0020""","=""614.25058""","=""0.00005""","=""1000""","=""1.64e+06""",C+,"=""150772.1118""","=""167047.6082""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L3469""",
"=""614.30627""","=""0.00005""","=""614.30626""","=""0.00010""","=""10000""","=""2.82e+07""",B+,"=""134041.8400""","=""150315.8612""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""",,"=""T2733""","=""L7292""",
"=""615.02985""","=""0.00040""","=""615.02964""","=""0.00005""","=""1000""","=""1.33e+06""",C+,"=""150772.1118""","=""167026.9923""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L4498""",
"=""615.61380""","=""0.00040""","=""615.61394""","=""0.00005""","=""500""","=""1.72e+05""",C,"=""150772.1118""","=""167011.5643""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L4498""",
"=""616.35937""","=""0.00005""","=""616.35939""","=""0.00010""","=""10000""","=""1.46e+07""",B+,"=""134818.6405""","=""151038.4524""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""0""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""",,"=""T2733""","=""L7292""",
"=""617.28156""","=""0.00040""","=""617.28223""","=""0.00005""","=""150""","=""4.27e+05""",C,"=""150772.1118""","=""166967.6752""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""0""",,"=""T6976""","=""L4498""",
"=""617.48829""","=""0.00004""","=""617.48819""","=""0.00005""","=""700""","=""7.52e+05""",C+,"=""150858.5079""","=""167048.6694""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""",,"=""T6976""","=""L3451""",
